Electoral district number - Num̩ro de la circonscription,Electoral district name,Nom de la circonscription,Type of results*,Type de r̩sultats**,Surname - Nom de famille,Middle name(s) - Autre(s) pr̩nom(s),Given name - Pr̩nom,Political affiliation,Appartenance politique,Votes obtained - Votes obtenus,% Votes obtained - Votes obtenus %,Rejected ballots - Bulletins rejet̩s***,Total number of ballots cast - Nombre total de votes d̩pos̩s
47011,Saskatoon--University,Saskatoon--University,validated,valid̩s,Harvey,,Valerie,Green Party,Parti Vert,686,1.5,130,44903
47011,Saskatoon--University,Saskatoon--University,validated,valid̩s,Schalm,,Eric Matthew,Rhinoceros,Rhinoc̩ros,93,0.2,130,44903
47011,Saskatoon--University,Saskatoon--University,validated,valid̩s,Trost,,Brad,Conservative,Conservateur,18592,41.5,130,44903
47012,Saskatoon West,Saskatoon-Ouest,preliminary,pr̩liminaires,Abbott,,Lisa,Liberal,Lib̩ral,9261,24.6,0,37715
47012,Saskatoon West,Saskatoon-Ouest,preliminary,pr̩liminaires,Benson,,Sheri,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,14906,39.5,0,37715
47012,Saskatoon West,Saskatoon-Ouest,preliminary,pr̩liminaires,Donauer,,Randy,Conservative,Conservateur,12386,32.8,0,37715
47012,Saskatoon West,Saskatoon-Ouest,preliminary,pr̩liminaires,Hart,,Bronek,Libertarian,Libertarien,229,0.6,0,37715
47012,Saskatoon West,Saskatoon-Ouest,preliminary,pr̩liminaires,Mitchell,,Lois Carol,Green Party,Parti Vert,663,1.8,0,37715
47012,Saskatoon West,Saskatoon-Ouest,preliminary,pr̩liminaires,Pankiw,,Jim,Canada Party,Parti Canada,270,0.7,0,37715
47012,Saskatoon West,Saskatoon-Ouest,validated,valid̩s,Abbott,,Lisa,Liberal,Lib̩ral,9234,24.5,170,37885
47012,Saskatoon West,Saskatoon-Ouest,validated,valid̩s,Benson,,Sheri,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,14921,39.6,170,37885
47012,Saskatoon West,Saskatoon-Ouest,validated,valid̩s,Donauer,,Randy,Conservative,Conservateur,12401,32.9,170,37885
47012,Saskatoon West,Saskatoon-Ouest,validated,valid̩s,Hart,,Bronek,Libertarian,Libertarien,230,0.6,170,37885
47012,Saskatoon West,Saskatoon-Ouest,validated,valid̩s,Mitchell,,Lois Carol,Green Party,Parti Vert,658,1.7,170,37885
47012,Saskatoon West,Saskatoon-Ouest,validated,valid̩s,Pankiw,,Jim,Canada Party,Parti Canada,271,0.7,170,37885
47013,Souris--Moose Mountain,Souris--Moose Mountain,preliminary,pr̩liminaires,Bebbington,,Steven,Liberal,Lib̩ral,5076,13.5,0,37516
47013,Souris--Moose Mountain,Souris--Moose Mountain,preliminary,pr̩liminaires,Deptuck,,Bob,Green Party,Parti Vert,994,2.6,0,37516
47013,Souris--Moose Mountain,Souris--Moose Mountain,preliminary,pr̩liminaires,Kitchen,,Robert Gordon,Conservative,Conservateur,26315,70.1,0,37516
47013,Souris--Moose Mountain,Souris--Moose Mountain,preliminary,pr̩liminaires,O'Dell,,Vicky,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,5131,13.7,0,37516
47013,Souris--Moose Mountain,Souris--Moose Mountain,validated,valid̩s,Bebbington,,Steven,Liberal,Lib̩ral,5076,13.5,126,37642
47013,Souris--Moose Mountain,Souris--Moose Mountain,validated,valid̩s,Deptuck,,Bob,Green Party,Parti Vert,994,2.6,126,37642
47013,Souris--Moose Mountain,Souris--Moose Mountain,validated,valid̩s,Kitchen,,Robert Gordon,Conservative,Conservateur,26315,70.1,126,37642
47013,Souris--Moose Mountain,Souris--Moose Mountain,validated,valid̩s,O'Dell,,Vicky,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,5131,13.7,126,37642
47014,Yorkton--Melville,Yorkton--Melville,preliminary,pr̩liminaires,Hughes,,Elaine Marie,Green Party,Parti Vert,1030,2.8,0,36560
47014,Yorkton--Melville,Yorkton--Melville,preliminary,pr̩liminaires,Malinoski,,Brooke Taylor,Liberal,Lib̩ral,6504,17.8,0,36560
47014,Yorkton--Melville,Yorkton--Melville,preliminary,pr̩liminaires,Ottenbreit,,Doug,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,7396,20.2,0,36560
47014,Yorkton--Melville,Yorkton--Melville,preliminary,pr̩liminaires,Wagantall,,Cathay,Conservative,Conservateur,21630,59.2,0,36560
47014,Yorkton--Melville,Yorkton--Melville,validated,valid̩s,Hughes,,Elaine Marie,Green Party,Parti Vert,1030,2.8,95,36708
47014,Yorkton--Melville,Yorkton--Melville,validated,valid̩s,Malinoski,,Brooke Taylor,Liberal,Lib̩ral,6504,17.8,95,36708
47014,Yorkton--Melville,Yorkton--Melville,validated,valid̩s,Ottenbreit,,Doug,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,7396,20.2,95,36708
47014,Yorkton--Melville,Yorkton--Melville,validated,valid̩s,Wagantall,,Cathay,Conservative,Conservateur,21683,59.2,95,36708
48001,Banff--Airdrie,Banff--Airdrie,preliminary,pr̩liminaires,Boissonneault,,Joanne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4521,6.8,0,66637
48001,Banff--Airdrie,Banff--Airdrie,preliminary,pr̩liminaires,MacDonald,,Mike,Green Party,Parti Vert,2509,3.8,0,66637
48001,Banff--Airdrie,Banff--Airdrie,preliminary,pr̩liminaires,Raynolds,,Marlo,Liberal,Lib̩ral,17380,26.1,0,66637
48001,Banff--Airdrie,Banff--Airdrie,preliminary,pr̩liminaires,Richards,,Blake,Conservative,Conservateur,42227,63.4,0,66637
48001,Banff--Airdrie,Banff--Airdrie,validated,valid̩s,Boissonneault,,Joanne,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4521,6.8,179,66817
48001,Banff--Airdrie,Banff--Airdrie,validated,valid̩s,MacDonald,,Mike,Green Party,Parti Vert,2509,3.8,179,66817
48001,Banff--Airdrie,Banff--Airdrie,validated,valid̩s,Raynolds,,Marlo,Liberal,Lib̩ral,17380,26.1,179,66817
48001,Banff--Airdrie,Banff--Airdrie,validated,valid̩s,Richards,,Blake,Conservative,Conservateur,42228,63.4,179,66817
48002,Battle River--Crowfoot,Battle River--Crowfoot,preliminary,pr̩liminaires,Kelly,,Gary,Green Party,Parti Vert,1868,3.2,0,58847
48002,Battle River--Crowfoot,Battle River--Crowfoot,preliminary,pr̩liminaires,Kowalski,,Andy,Liberal,Lib̩ral,5485,9.3,0,58847
48002,Battle River--Crowfoot,Battle River--Crowfoot,preliminary,pr̩liminaires,Sorenson,,Kevin,Conservative,Conservateur,47650,81,0,58847
48002,Battle River--Crowfoot,Battle River--Crowfoot,preliminary,pr̩liminaires,Swampy,,Katherine,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3844,6.5,0,58847
48002,Battle River--Crowfoot,Battle River--Crowfoot,validated,valid̩s,Kelly,,Gary,Green Party,Parti Vert,1868,3.2,160,58929
48002,Battle River--Crowfoot,Battle River--Crowfoot,validated,valid̩s,Kowalski,,Andy,Liberal,Lib̩ral,5505,9.4,160,58929
48002,Battle River--Crowfoot,Battle River--Crowfoot,validated,valid̩s,Sorenson,,Kevin,Conservative,Conservateur,47552,80.9,160,58929
48002,Battle River--Crowfoot,Battle River--Crowfoot,validated,valid̩s,Swampy,,Katherine,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3844,6.5,160,58929
48003,Bow River,Bow River,preliminary,pr̩liminaires,Alexander,,William MacDonald,Liberal,Lib̩ral,6840,13.7,0,49915
48003,Bow River,Bow River,preliminary,pr̩liminaires,Fromholt,,Rita Ann,Green Party,Parti Vert,919,1.8,0,49915
48003,Bow River,Bow River,preliminary,pr̩liminaires,Khalid,,Fahed,Democratic Advancement,Avancement de la D̩mocratie,83,0.2,0,49915
48003,Bow River,Bow River,preliminary,pr̩liminaires,Kucy,,Andrew,Independent,Ind̩pendant,543,1.1,0,49915
48003,Bow River,Bow River,preliminary,pr̩liminaires,MacWilliam,,Lynn,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,2619,5.2,0,49915
48003,Bow River,Bow River,preliminary,pr̩liminaires,Shields,,Martin,Conservative,Conservateur,38631,77.4,0,49915
48003,Bow River,Bow River,preliminary,pr̩liminaires,VandeStroet,,Frans,Christian Heritage Party,Parti de l'H̩ritage Chr̩tien,280,0.6,0,49915
48003,Bow River,Bow River,validated,valid̩s,Alexander,,William MacDonald,Liberal,Lib̩ral,6840,13.7,151,50139
48003,Bow River,Bow River,validated,valid̩s,Fromholt,,Rita Ann,Green Party,Parti Vert,919,1.8,151,50139
48003,Bow River,Bow River,validated,valid̩s,Khalid,,Fahed,Democratic Advancement,Avancement de la D̩mocratie,83,0.2,151,50139
48003,Bow River,Bow River,validated,valid̩s,Kucy,,Andrew,Independent,Ind̩pendant,543,1.1,151,50139
48003,Bow River,Bow River,validated,valid̩s,MacWilliam,,Lynn,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,2622,5.2,151,50139
48003,Bow River,Bow River,validated,valid̩s,Shields,,Martin,Conservative,Conservateur,38701,77.4,151,50139
48003,Bow River,Bow River,validated,valid̩s,VandeStroet,,Frans,Christian Heritage Party,Parti de l'H̩ritage Chr̩tien,280,0.6,151,50139
48004,Calgary Centre,Calgary-Centre,preliminary,pr̩liminaires,Boonlert,,Thana,Green Party,Parti Vert,1347,2.2,0,61293
48004,Calgary Centre,Calgary-Centre,preliminary,pr̩liminaires,Crockatt,,Joan,Conservative,Conservateur,27690,45.2,0,61293
48004,Calgary Centre,Calgary-Centre,preliminary,pr̩liminaires,Hehr,,Kent,Liberal,Lib̩ral,28596,46.7,0,61293
48004,Calgary Centre,Calgary-Centre,preliminary,pr̩liminaires,Henderson,,Yogi,Independent,Ind̩pendant,248,0.4,0,61293
48004,Calgary Centre,Calgary-Centre,preliminary,pr̩liminaires,Ratti,,Jillian,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3412,5.6,0,61293
48004,Calgary Centre,Calgary-Centre,validated,valid̩s,Boonlert,,Thana,Green Party,Parti Vert,1347,2.2,227,61476
48004,Calgary Centre,Calgary-Centre,validated,valid̩s,Crockatt,,Joan,Conservative,Conservateur,27746,45.3,227,61476
48004,Calgary Centre,Calgary-Centre,validated,valid̩s,Hehr,,Kent,Liberal,Lib̩ral,28496,46.5,227,61476
48004,Calgary Centre,Calgary-Centre,validated,valid̩s,Henderson,,Yogi,Independent,Ind̩pendant,248,0.4,227,61476
48004,Calgary Centre,Calgary-Centre,validated,valid̩s,Ratti,,Jillian,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3412,5.6,227,61476
48005,Calgary Confederation,Calgary Confederation,preliminary,pr̩liminaires,Grant,,Matt,Liberal,Lib̩ral,29145,43.6,0,66807
48005,Calgary Confederation,Calgary Confederation,preliminary,pr̩liminaires,Heuser,,Kirk,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4804,7.2,0,66807
48005,Calgary Confederation,Calgary Confederation,preliminary,pr̩liminaires,Hunter,,Kevan,Marxist-Leninist,Marxiste-L̩niniste,211,0.3,0,66807
48005,Calgary Confederation,Calgary Confederation,preliminary,pr̩liminaires,Odd,,Natalie,Green Party,Parti Vert,2243,3.4,0,66807
48005,Calgary Confederation,Calgary Confederation,preliminary,pr̩liminaires,Webber,,Len,Conservative,Conservateur,30404,45.5,0,66807
48005,Calgary Confederation,Calgary Confederation,validated,valid̩s,Grant,,Matt,Liberal,Lib̩ral,29083,43.5,216,67024
48005,Calgary Confederation,Calgary Confederation,validated,valid̩s,Heuser,,Kirk,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4770,7.1,216,67024
48005,Calgary Confederation,Calgary Confederation,validated,valid̩s,Hunter,,Kevan,Marxist-Leninist,Marxiste-L̩niniste,140,0.2,216,67024
48005,Calgary Confederation,Calgary Confederation,validated,valid̩s,Odd,,Natalie,Green Party,Parti Vert,2146,3.2,216,67024
48005,Calgary Confederation,Calgary Confederation,validated,valid̩s,Webber,,Len,Conservative,Conservateur,30669,45.9,216,67024
48006,Calgary Forest Lawn,Calgary Forest Lawn,preliminary,pr̩liminaires,Badura,,Matt,Libertarian,Libertarien,832,2,0,41047
48006,Calgary Forest Lawn,Calgary Forest Lawn,preliminary,pr̩liminaires,Devine,,Jason,Communist,Communiste,390,1,0,41047
48006,Calgary Forest Lawn,Calgary Forest Lawn,preliminary,pr̩liminaires,Hansell,,Judson,Green Party,Parti Vert,1229,3,0,41047
48006,Calgary Forest Lawn,Calgary Forest Lawn,preliminary,pr̩liminaires,Obhrai,,Deepak,Conservative,Conservateur,19694,48,0,41047
48006,Calgary Forest Lawn,Calgary Forest Lawn,preliminary,pr̩liminaires,Souraya,,Abdou,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4006,9.8,0,41047
48006,Calgary Forest Lawn,Calgary Forest Lawn,preliminary,pr̩liminaires,Stewart,,Cam,Liberal,Lib̩ral,14762,36,0,41047
48006,Calgary Forest Lawn,Calgary Forest Lawn,preliminary,pr̩liminaires,Veress,,Max,Democratic Advancement,Avancement de la D̩mocratie,134,0.3,0,41047
48006,Calgary Forest Lawn,Calgary Forest Lawn,validated,valid̩s,Badura,,Matt,Libertarian,Libertarien,832,2,345,41392
48006,Calgary Forest Lawn,Calgary Forest Lawn,validated,valid̩s,Devine,,Jason,Communist,Communiste,390,1,345,41392
48006,Calgary Forest Lawn,Calgary Forest Lawn,validated,valid̩s,Hansell,,Judson,Green Party,Parti Vert,1229,3,345,41392
48006,Calgary Forest Lawn,Calgary Forest Lawn,validated,valid̩s,Obhrai,,Deepak,Conservative,Conservateur,19694,48,345,41392
48006,Calgary Forest Lawn,Calgary Forest Lawn,validated,valid̩s,Souraya,,Abdou,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4006,9.8,345,41392
48006,Calgary Forest Lawn,Calgary Forest Lawn,validated,valid̩s,Stewart,,Cam,Liberal,Lib̩ral,14762,36,345,41392
48006,Calgary Forest Lawn,Calgary Forest Lawn,validated,valid̩s,Veress,,Max,Democratic Advancement,Avancement de la D̩mocratie,134,0.3,345,41392
48007,Calgary Heritage,Calgary Heritage,preliminary,pr̩liminaires,Christie,,Kelly,Green Party,Parti Vert,1304,2.2,0,58466
48007,Calgary Heritage,Calgary Heritage,preliminary,pr̩liminaires,Duchastel de Montrouge,,Nicolas,Independent,Ind̩pendant,61,0.1,0,58466
48007,Calgary Heritage,Calgary Heritage,preliminary,pr̩liminaires,Harper,,Stephen J.,Conservative,Conservateur,37283,63.8,0,58466
48007,Calgary Heritage,Calgary Heritage,preliminary,pr̩liminaires,Heather,,Larry R.,Independent,Ind̩pendant,114,0.2,0,58466
48007,Calgary Heritage,Calgary Heritage,preliminary,pr̩liminaires,Masters Burgener,,Matt,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4255,7.3,0,58466
48007,Calgary Heritage,Calgary Heritage,preliminary,pr̩liminaires,Miles,,Brendan,Liberal,Lib̩ral,15132,25.9,0,58466
48007,Calgary Heritage,Calgary Heritage,preliminary,pr̩liminaires,Paolasini,,Steven,Libertarian,Libertarien,244,0.4,0,58466
48007,Calgary Heritage,Calgary Heritage,preliminary,pr̩liminaires,Zepik,,Korry,Independent,Ind̩pendant,73,0.1,0,58466
48007,Calgary Heritage,Calgary Heritage,validated,valid̩s,Christie,,Kelly,Green Party,Parti Vert,1246,2.1,228,58658
48007,Calgary Heritage,Calgary Heritage,validated,valid̩s,Duchastel de Montrouge,,Nicolas,Independent,Ind̩pendant,61,0.1,228,58658
48007,Calgary Heritage,Calgary Heritage,validated,valid̩s,Harper,,Stephen J.,Conservative,Conservateur,37263,63.8,228,58658
48007,Calgary Heritage,Calgary Heritage,validated,valid̩s,Heather,,Larry R.,Independent,Ind̩pendant,114,0.2,228,58658
48007,Calgary Heritage,Calgary Heritage,validated,valid̩s,Masters Burgener,,Matt,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4255,7.3,228,58658
48007,Calgary Heritage,Calgary Heritage,validated,valid̩s,Miles,,Brendan,Liberal,Lib̩ral,15172,26,228,58658
48007,Calgary Heritage,Calgary Heritage,validated,valid̩s,Paolasini,,Steven,Libertarian,Libertarien,246,0.4,228,58658
48007,Calgary Heritage,Calgary Heritage,validated,valid̩s,Zepik,,Korry,Independent,Ind̩pendant,73,0.1,228,58658
48008,Calgary Midnapore,Calgary Midnapore,preliminary,pr̩liminaires,Askin,,Peggy,Marxist-Leninist,Marxiste-L̩niniste,145,0.2,0,63758
48008,Calgary Midnapore,Calgary Midnapore,preliminary,pr̩liminaires,Brown,,Haley,Liberal,Lib̩ral,14396,22.6,0,63758
48008,Calgary Midnapore,Calgary Midnapore,preliminary,pr̩liminaires,Kenney,,Jason,Conservative,Conservateur,42421,66.5,0,63758
48008,Calgary Midnapore,Calgary Midnapore,preliminary,pr̩liminaires,Wauters,,Brennan,Green Party,Parti Vert,1691,2.7,0,63758
48008,Calgary Midnapore,Calgary Midnapore,preliminary,pr̩liminaires,Weston,,Laura,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,5105,8,0,63758
48008,Calgary Midnapore,Calgary Midnapore,validated,valid̩s,Askin,,Peggy,Marxist-Leninist,Marxiste-L̩niniste,145,0.2,179,63741
48008,Calgary Midnapore,Calgary Midnapore,validated,valid̩s,Brown,,Haley,Liberal,Lib̩ral,14396,22.6,179,63741
48008,Calgary Midnapore,Calgary Midnapore,validated,valid̩s,Kenney,,Jason,Conservative,Conservateur,42415,66.7,179,63741
48008,Calgary Midnapore,Calgary Midnapore,validated,valid̩s,Wauters,,Brennan,Green Party,Parti Vert,1691,2.7,179,63741
48008,Calgary Midnapore,Calgary Midnapore,validated,valid̩s,Weston,,Laura,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4915,7.7,179,63741
48009,Calgary Nose Hill,Calgary Nose Hill,preliminary,pr̩liminaires,Butt,,Faizan,Democratic Advancement,Avancement de la D̩mocratie,184,0.3,0,54598
48009,Calgary Nose Hill,Calgary Nose Hill,preliminary,pr̩liminaires,Gao,,Edward,Libertarian,Libertarien,727,1.3,0,54598
48009,Calgary Nose Hill,Calgary Nose Hill,preliminary,pr̩liminaires,Kaufman,,Bruce,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4872,8.9,0,54598
48009,Calgary Nose Hill,Calgary Nose Hill,preliminary,pr̩liminaires,Prcic,,Robert,Liberal,Lib̩ral,14671,26.9,0,54598
48009,Calgary Nose Hill,Calgary Nose Hill,preliminary,pr̩liminaires,Rempel,,Michelle,Conservative,Conservateur,32760,60,0,54598
48009,Calgary Nose Hill,Calgary Nose Hill,preliminary,pr̩liminaires,Scheer,,Laurie,Green Party,Parti Vert,1384,2.5,0,54598
48009,Calgary Nose Hill,Calgary Nose Hill,validated,valid̩s,Butt,,Faizan,Democratic Advancement,Avancement de la D̩mocratie,184,0.3,255,54817
48009,Calgary Nose Hill,Calgary Nose Hill,validated,valid̩s,Gao,,Edward,Libertarian,Libertarien,727,1.3,255,54817
48009,Calgary Nose Hill,Calgary Nose Hill,validated,valid̩s,Kaufman,,Bruce,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4836,8.9,255,54817
48009,Calgary Nose Hill,Calgary Nose Hill,validated,valid̩s,Prcic,,Robert,Liberal,Lib̩ral,14671,26.9,255,54817
48009,Calgary Nose Hill,Calgary Nose Hill,validated,valid̩s,Rempel,,Michelle,Conservative,Conservateur,32760,60,255,54817
48009,Calgary Nose Hill,Calgary Nose Hill,validated,valid̩s,Scheer,,Laurie,Green Party,Parti Vert,1384,2.5,255,54817
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,preliminary,pr̩liminaires,Kelly,,Pat,Conservative,Conservateur,38202,60.4,0,63257
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,preliminary,pr̩liminaires,Kot,,Stephanie,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3665,5.8,0,63257
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,preliminary,pr̩liminaires,Naidoo,,Nirmala,Liberal,Lib̩ral,20034,31.7,0,63257
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,preliminary,pr̩liminaires,Wright,,Catriona,Green Party,Parti Vert,1356,2.1,0,63257
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,validated,valid̩s,Kelly,,Pat,Conservative,Conservateur,38229,60.4,167,63459
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,validated,valid̩s,Kot,,Stephanie,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3665,5.8,167,63459
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,validated,valid̩s,Naidoo,,Nirmala,Liberal,Lib̩ral,20038,31.7,167,63459
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,validated,valid̩s,Wright,,Catriona,Green Party,Parti Vert,1360,2.1,167,63459
48011,Calgary Shepard,Calgary Shepard,preliminary,pr̩liminaires,Allard,,Dany,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4532,6.8,0,66414
48011,Calgary Shepard,Calgary Shepard,preliminary,pr̩liminaires,James,,Jerome,Liberal,Lib̩ral,16378,24.7,0,66414
48011,Calgary Shepard,Calgary Shepard,preliminary,pr̩liminaires,Kmiec,,Tom,Conservative,Conservateur,43770,65.9,0,66414
48011,Calgary Shepard,Calgary Shepard,preliminary,pr̩liminaires,MacKenzie,,Graham,Green Party,Parti Vert,1734,2.6,0,66414
48011,Calgary Shepard,Calgary Shepard,validated,valid̩s,Allard,,Dany,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,4532,6.8,208,66559
48011,Calgary Shepard,Calgary Shepard,validated,valid̩s,James,,Jerome,Liberal,Lib̩ral,16379,24.7,208,66559
48011,Calgary Shepard,Calgary Shepard,validated,valid̩s,Kmiec,,Tom,Conservative,Conservateur,43706,65.9,208,66559
48011,Calgary Shepard,Calgary Shepard,validated,valid̩s,MacKenzie,,Graham,Green Party,Parti Vert,1734,2.6,208,66559
48012,Calgary Signal Hill,Calgary Signal Hill,preliminary,pr̩liminaires,Ahmed,,Khalis,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3133,5,0,62522
48012,Calgary Signal Hill,Calgary Signal Hill,preliminary,pr̩liminaires,Cundal,,Kerry,Liberal,Lib̩ral,19108,30.6,0,62522
48012,Calgary Signal Hill,Calgary Signal Hill,preliminary,pr̩liminaires,Knorren,,Taryn,Green Party,Parti Vert,1586,2.5,0,62522
48012,Calgary Signal Hill,Calgary Signal Hill,preliminary,pr̩liminaires,Liepert,,Ron,Conservative,Conservateur,37859,60.6,0,62522
48012,Calgary Signal Hill,Calgary Signal Hill,preliminary,pr̩liminaires,Moen,,Tim,Libertarian,Libertarien,679,1.1,0,62522
48012,Calgary Signal Hill,Calgary Signal Hill,preliminary,pr̩liminaires,Rau,,Jesse,Christian Heritage Party,Parti de l'H̩ritage Chr̩tien,157,0.3,0,62522
48012,Calgary Signal Hill,Calgary Signal Hill,validated,valid̩s,Ahmed,,Khalis,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3128,5,189,62708
48012,Calgary Signal Hill,Calgary Signal Hill,validated,valid̩s,Cundal,,Kerry,Liberal,Lib̩ral,19108,30.6,189,62708
48012,Calgary Signal Hill,Calgary Signal Hill,validated,valid̩s,Knorren,,Taryn,Green Party,Parti Vert,1586,2.5,189,62708
48012,Calgary Signal Hill,Calgary Signal Hill,validated,valid̩s,Liepert,,Ron,Conservative,Conservateur,37858,60.6,189,62708
48012,Calgary Signal Hill,Calgary Signal Hill,validated,valid̩s,Moen,,Tim,Libertarian,Libertarien,679,1.1,189,62708
48012,Calgary Signal Hill,Calgary Signal Hill,validated,valid̩s,Rau,,Jesse,Christian Heritage Party,Parti de l'H̩ritage Chr̩tien,160,0.3,189,62708
48013,Calgary Skyview,Calgary Skyview,preliminary,pr̩liminaires,Blanchard,,Daniel,Marxist-Leninist,Marxiste-L̩niniste,88,0.2,0,44998
48013,Calgary Skyview,Calgary Skyview,preliminary,pr̩liminaires,Butt,,Najeeb,PC Party,Parti PC,957,2.1,0,44998
48013,Calgary Skyview,Calgary Skyview,preliminary,pr̩liminaires,Garvey,,Stephen,Democratic Advancement,Avancement de la D̩mocratie,786,1.7,0,44998
48013,Calgary Skyview,Calgary Skyview,preliminary,pr̩liminaires,Kang,,Darshan Singh,Liberal,Lib̩ral,20644,45.9,0,44998
48013,Calgary Skyview,Calgary Skyview,preliminary,pr̩liminaires,Reddy,,Ed,Green Party,Parti Vert,851,1.9,0,44998
48013,Calgary Skyview,Calgary Skyview,preliminary,pr̩liminaires,Shory,,Devinder,Conservative,Conservateur,17885,39.7,0,44998
48013,Calgary Skyview,Calgary Skyview,preliminary,pr̩liminaires,Singh,,Sahajvir,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3605,8,0,44998
48013,Calgary Skyview,Calgary Skyview,preliminary,pr̩liminaires,Young,,Joseph,Independent,Ind̩pendant,182,0.4,0,44998
48013,Calgary Skyview,Calgary Skyview,validated,valid̩s,Blanchard,,Daniel,Marxist-Leninist,Marxiste-L̩niniste,88,0.2,310,45303
48013,Calgary Skyview,Calgary Skyview,validated,valid̩s,Butt,,Najeeb,PC Party,Parti PC,957,2.1,310,45303
48013,Calgary Skyview,Calgary Skyview,validated,valid̩s,Garvey,,Stephen,Democratic Advancement,Avancement de la D̩mocratie,786,1.7,310,45303
48013,Calgary Skyview,Calgary Skyview,validated,valid̩s,Kang,,Darshan Singh,Liberal,Lib̩ral,20644,45.9,310,45303
48013,Calgary Skyview,Calgary Skyview,validated,valid̩s,Reddy,,Ed,Green Party,Parti Vert,846,1.9,310,45303
48013,Calgary Skyview,Calgary Skyview,validated,valid̩s,Shory,,Devinder,Conservative,Conservateur,17885,39.8,310,45303
48013,Calgary Skyview,Calgary Skyview,validated,valid̩s,Singh,,Sahajvir,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,3605,8,310,45303
48013,Calgary Skyview,Calgary Skyview,validated,valid̩s,Young,,Joseph,Independent,Ind̩pendant,182,0.4,310,45303
48014,Edmonton Centre,Edmonton-Centre,preliminary,pr̩liminaires,Boissonnault,,Randy,Liberal,Lib̩ral,19923,37.2,0,53568
48014,Edmonton Centre,Edmonton-Centre,preliminary,pr̩liminaires,Cumming,,James,Conservative,Conservateur,18722,34.9,0,53568
48014,Edmonton Centre,Edmonton-Centre,preliminary,pr̩liminaires,McGowan,,Gil,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,13105,24.5,0,53568
48014,Edmonton Centre,Edmonton-Centre,preliminary,pr̩liminaires,Parker,,David,Green Party,Parti Vert,1398,2.6,0,53568
48014,Edmonton Centre,Edmonton-Centre,preliminary,pr̩liminaires,Stauffer,,Steven,Rhinoceros,Rhinoc̩ros,256,0.5,0,53568
48014,Edmonton Centre,Edmonton-Centre,preliminary,pr̩liminaires,Yaki,,Kat,Independent,Ind̩pendant,164,0.3,0,53568
48014,Edmonton Centre,Edmonton-Centre,validated,valid̩s,Boissonnault,,Randy,Liberal,Lib̩ral,19902,37.2,234,53746
48014,Edmonton Centre,Edmonton-Centre,validated,valid̩s,Cumming,,James,Conservative,Conservateur,18703,35,234,53746
48014,Edmonton Centre,Edmonton-Centre,validated,valid̩s,McGowan,,Gil,NDP-New Democratic Party,NPD-Nouveau Parti d̩mocratique,13084,24.5,234,53746
48014,Edmonton Centre,Edmonton-Centre,validated,valid̩s,Parker,,David,Green Party,Parti Vert,1403,2.6,234,53746
